time,norm,x,y,z,touch
1125,1119.0759581011469,207.0,-41.0,-1099.0,0.0
1126,1119.0759581011469,207.0,-41.0,-1099.0,0.0
1127,1118.6567838260312,206.0,-34.0,-1099.0,0.0
1128,1120.6217024491361,206.0,-34.0,-1101.0,0.0
1129,1120.6217024491361,206.0,-34.0,-1101.0,0.0
1130,1120.6217024491361,206.0,-34.0,-1101.0,0.0
1131,1120.6217024491361,206.0,-34.0,-1101.0,0.0
1132,1119.802214679003,206.0,-39.0,-1100.0,0.0
1133,1119.802214679003,206.0,-39.0,-1100.0,0.0
1134,1119.802214679003,206.0,-39.0,-1100.0,0.0
1135,1119.802214679003,206.0,-39.0,-1100.0,0.0
1136,1120.137491560746,208.0,-38.0,-1100.0,0.0
1137,1115.2277794244546,208.0,-38.0,-1095.0,0.0
1138,1115.2277794244546,208.0,-38.0,-1095.0,0.0
1139,1115.2277794244546,208.0,-38.0,-1095.0,0.0
1140,1113.9434456021545,201.0,-38.0,-1095.0,0.0
1141,1117.9816635347827,201.0,-41.0,-1099.0,0.0
1142,1117.9816635347827,201.0,-41.0,-1099.0,0.0
1143,1117.9816635347827,201.0,-41.0,-1099.0,0.0
1144,1117.9816635347827,201.0,-41.0,-1099.0,0.0
1145,1118.7519832384655,206.0,-37.0,-1099.0,0.0
1146,1117.7696542669246,206.0,-37.0,-1098.0,0.0
1147,1117.7696542669246,206.0,-37.0,-1098.0,0.0
1148,1117.7696542669246,206.0,-37.0,-1098.0,0.0
1149,1118.359959941342,209.0,-38.0,-1098.0,0.0
1150,1120.3236139616088,209.0,-38.0,-1100.0,0.0
1151,1120.3236139616088,209.0,-38.0,-1100.0,0.0
1152,1120.3236139616088,209.0,-38.0,-1100.0,0.0
1153,1120.3236139616088,209.0,-38.0,-1100.0,0.0
1154,1122.253981948828,209.0,-37.0,-1102.0,0.0
1155,1122.253981948828,209.0,-37.0,-1102.0,0.0
1156,1122.253981948828,209.0,-37.0,-1102.0,0.0
1157,1122.253981948828,209.0,-37.0,-1102.0,0.0
1158,1122.1898235147207,209.0,-35.0,-1102.0,0.0
1159,1118.2620444242932,209.0,-35.0,-1098.0,0.0
1160,1118.2620444242932,209.0,-35.0,-1098.0,0.0
1161,1118.2620444242932,209.0,-35.0,-1098.0,0.0
1162,1117.5213644490202,205.0,-35.0,-1098.0,0.0
1163,1113.7962111625268,205.0,-41.0,-1094.0,0.0
1164,1113.7962111625268,205.0,-41.0,-1094.0,0.0
1165,1113.7962111625268,205.0,-41.0,-1094.0,0.0
1166,1113.7962111625268,205.0,-41.0,-1094.0,0.0
1167,1114.8798141503864,211.0,-40.0,-1094.0,0.0
1168,1120.7680402295562,211.0,-40.0,-1100.0,0.0
1169,1120.7680402295562,211.0,-40.0,-1100.0,0.0
1170,1120.7680402295562,211.0,-40.0,-1100.0,0.0
1171,1120.580206857144,210.0,-40.0,-1100.0,0.0
1172,1117.635450404111,210.0,-40.0,-1097.0,0.0
1173,1117.635450404111,210.0,-40.0,-1097.0,0.0
1174,1117.635450404111,210.0,-40.0,-1097.0,0.0
1175,1117.635450404111,210.0,-40.0,-1097.0,0.0
1176,1116.7873566619564,206.0,-37.0,-1097.0,0.0
1177,1114.822855883391,206.0,-37.0,-1095.0,0.0
1178,1114.822855883391,206.0,-37.0,-1095.0,0.0
1179,1114.822855883391,206.0,-37.0,-1095.0,0.0
1180,1115.5689131559736,210.0,-37.0,-1095.0,0.0
1181,1120.4445546299914,210.0,-36.0,-1100.0,0.0
1182,1120.4445546299914,210.0,-36.0,-1100.0,0.0
1183,1120.4445546299914,210.0,-36.0,-1100.0,0.0
1184,1120.4445546299914,210.0,-36.0,-1100.0,0.0
1185,1119.9522311241672,207.0,-38.0,-1100.0,0.0
1186,1117.9879248006214,207.0,-38.0,-1098.0,0.0
1187,1117.9879248006214,207.0,-38.0,-1098.0,0.0
1188,1117.9879248006214,207.0,-38.0,-1098.0,0.0
1189,1117.619344857631,205.0,-38.0,-1098.0,0.0
1190,1115.620903353823,205.0,-37.0,-1096.0,0.0
1191,1115.620903353823,205.0,-37.0,-1096.0,0.0
1192,1115.620903353823,205.0,-37.0,-1096.0,0.0
1193,1115.620903353823,205.0,-37.0,-1096.0,0.0
1194,1115.805090506402,206.0,-37.0,-1096.0,0.0
1195,1119.7343434940271,206.0,-37.0,-1100.0,0.0
1196,1119.7343434940271,206.0,-37.0,-1100.0,0.0
1197,1119.7343434940271,206.0,-37.0,-1100.0,0.0
1198,1119.9187470526601,207.0,-37.0,-1100.0,0.0
1199,1115.8355613619779,207.0,-32.0,-1096.0,0.0
1200,1115.8355613619779,207.0,-32.0,-1096.0,0.0
1201,1115.8355613619779,207.0,-32.0,-1096.0,0.0
1202,1115.8355613619779,207.0,-32.0,-1096.0,0.0
1203,1115.9085984075937,206.0,-40.0,-1096.0,0.0
1204,1119.8374882097849,206.0,-40.0,-1100.0,0.0
1205,1119.8374882097849,206.0,-40.0,-1100.0,0.0
1206,1119.8374882097849,206.0,-40.0,-1100.0,0.0
1207,1120.3932345386597,209.0,-40.0,-1100.0,0.0
1208,1117.4126364060862,209.0,-39.0,-1097.0,0.0
1209,1117.4126364060862,209.0,-39.0,-1097.0,0.0
1210,1117.4126364060862,209.0,-39.0,-1097.0,0.0
1211,1117.4126364060862,209.0,-39.0,-1097.0,0.0
1212,1116.7430322146631,205.0,-41.0,-1097.0,0.0
1213,1116.7430322146631,205.0,-41.0,-1097.0,0.0
1214,1116.7430322146631,205.0,-41.0,-1097.0,0.0
1215,1116.7430322146631,205.0,-41.0,-1097.0,0.0
1216,1117.1119012883178,207.0,-41.0,-1097.0,0.0
1217,1118.057690819217,207.0,-40.0,-1098.0,0.0
1218,1118.057690819217,207.0,-40.0,-1098.0,0.0
1219,1118.057690819217,207.0,-40.0,-1098.0,0.0
1220,1118.057690819217,207.0,-40.0,-1098.0,0.0
1221,1117.338355199534,204.0,-35.0,-1098.0,0.0
1222,1112.4252783895195,204.0,-35.0,-1093.0,0.0
1223,1112.4252783895195,204.0,-35.0,-1093.0,0.0
1224,1112.4252783895195,204.0,-35.0,-1093.0,0.0
1225,1113.1657558513018,208.0,-35.0,-1093.0,0.0
1226,1117.261383920522,208.0,-40.0,-1097.0,0.0
1227,1117.261383920522,208.0,-40.0,-1097.0,0.0
1228,1117.261383920522,208.0,-40.0,-1097.0,0.0
1229,1117.261383920522,208.0,-40.0,-1097.0,0.0
1230,1116.8469008776449,207.0,-33.0,-1097.0,0.0
1231,1117.8291461578553,207.0,-33.0,-1098.0,0.0
1232,1117.8291461578553,207.0,-33.0,-1098.0,0.0
1233,1117.8291461578553,207.0,-33.0,-1098.0,0.0
1234,1118.2012341255934,209.0,-33.0,-1098.0,0.0
1235,1119.3761655493652,209.0,-39.0,-1099.0,0.0
1236,1119.3761655493652,209.0,-39.0,-1099.0,0.0
1237,1119.3761655493652,209.0,-39.0,-1099.0,0.0
1238,1119.3761655493652,209.0,-39.0,-1099.0,0.0
1239,1140.833467251027,296.0,78.0,-1099.0,0.0
1240,1356.0018436565638,296.0,78.0,-1321.0,0.0
1241,1356.0018436565638,296.0,78.0,-1321.0,0.0
1242,1356.0018436565638,296.0,78.0,-1321.0,0.0
1243,1341.3001155595268,219.0,78.0,-1321.0,0.0
1244,1164.3173965890917,219.0,-35.0,-1143.0,1.0
1245,1164.3173965890917,219.0,-35.0,-1143.0,1.0
1246,1164.3173965890917,219.0,-35.0,-1143.0,1.0
1247,1164.3173965890917,219.0,-35.0,-1143.0,1.0
1248,1165.6358779653276,227.0,-27.0,-1143.0,1.0
1249,1174.4624302207371,227.0,-27.0,-1152.0,1.0
1250,1174.4624302207371,227.0,-27.0,-1152.0,1.0
1251,1174.4624302207371,227.0,-27.0,-1152.0,1.0
1252,1175.6368486909553,233.0,-27.0,-1152.0,1.0
1253,1192.1971313503484,233.0,-22.0,-1169.0,1.0
1254,1192.1971313503484,233.0,-22.0,-1169.0,0.0
1255,1192.1971313503484,233.0,-22.0,-1169.0,0.0
1256,1192.1971313503484,233.0,-22.0,-1169.0,0.0
1257,1188.6298835213593,214.0,-22.0,-1169.0,0.0
1258,1178.7964200827894,214.0,-22.0,-1159.0,0.0
1259,1178.7964200827894,214.0,-22.0,-1159.0,0.0
1260,1178.7964200827894,214.0,-22.0,-1159.0,0.0
1261,1183.1880662008048,237.0,-22.0,-1159.0,0.0
1262,1209.5676913674572,237.0,-17.0,-1186.0,0.0
1263,1209.5676913674572,237.0,-17.0,-1186.0,0.0
1264,1209.5676913674572,237.0,-17.0,-1186.0,0.0
1265,1209.5676913674572,237.0,-17.0,-1186.0,0.0
1266,1209.554050053159,237.0,-16.0,-1186.0,0.0
1267,1213.4764109779803,237.0,-16.0,-1190.0,0.0
1268,1213.4764109779803,237.0,-16.0,-1190.0,0.0
1269,1213.4764109779803,237.0,-16.0,-1190.0,0.0
1270,1212.5097937748792,232.0,-16.0,-1190.0,0.0
1271,1197.8689410782802,232.0,-21.0,-1175.0,0.0
1272,1197.8689410782802,232.0,-21.0,-1175.0,0.0
1273,1197.8689410782802,232.0,-21.0,-1175.0,0.0
1274,1197.8689410782802,232.0,-21.0,-1175.0,0.0
1275,1196.928569297266,227.0,-22.0,-1175.0,0.0
1276,1193.983668230014,227.0,-22.0,-1172.0,0.0
1277,1193.983668230014,227.0,-22.0,-1172.0,0.0
1278,1193.983668230014,227.0,-22.0,-1172.0,0.0
1279,1194.9443501686596,232.0,-22.0,-1172.0,0.0
1280,1205.6686941278685,232.0,-18.0,-1183.0,0.0
1281,1205.6686941278685,232.0,-18.0,-1183.0,0.0
1282,1205.6686941278685,232.0,-18.0,-1183.0,0.0
1283,1205.6686941278685,232.0,-18.0,-1183.0,0.0
1284,1206.4302715034964,236.0,-17.0,-1183.0,0.0
1285,1208.391492853206,236.0,-17.0,-1185.0,0.0
1286,1208.391492853206,236.0,-17.0,-1185.0,0.0
1287,1208.391492853206,236.0,-17.0,-1185.0,0.0
1288,1208.391492853206,236.0,-17.0,-1185.0,0.0
1289,1202.5381490830134,236.0,-19.0,-1179.0,0.0
1290,1202.5381490830134,236.0,-19.0,-1179.0,0.0
1291,1202.5381490830134,236.0,-19.0,-1179.0,0.0
1292,1202.5381490830134,236.0,-19.0,-1179.0,0.0
1293,1200.7605922914026,227.0,-16.0,-1179.0,0.0
1294,1194.8698673914243,227.0,-16.0,-1173.0,0.0
1295,1194.8698673914243,227.0,-16.0,-1173.0,0.0
1296,1194.8698673914243,227.0,-16.0,-1173.0,0.0
1297,1195.2514379828203,229.0,-16.0,-1173.0,0.0
1298,1200.2358101639861,229.0,-21.0,-1178.0,0.0
1299,1200.2358101639861,229.0,-21.0,-1178.0,0.0
1300,1200.2358101639861,229.0,-21.0,-1178.0,0.0
1301,1200.2358101639861,229.0,-21.0,-1178.0,0.0
1302,1200.9421301628151,233.0,-17.0,-1178.0,0.0
1303,1207.809173669417,233.0,-17.0,-1185.0,0.0
1304,1207.809173669417,233.0,-17.0,-1185.0,0.0
1305,1207.809173669417,233.0,-17.0,-1185.0,0.0
1306,1208.196589963736,235.0,-17.0,-1185.0,0.0
1307,1207.278758199613,235.0,-21.0,-1184.0,0.0
1308,1207.278758199613,235.0,-21.0,-1184.0,0.0
1309,1207.278758199613,235.0,-21.0,-1184.0,0.0
1310,1207.278758199613,235.0,-21.0,-1184.0,0.0
1311,1206.1616807045398,229.0,-23.0,-1184.0,0.0
1312,1200.2724690669197,229.0,-23.0,-1178.0,0.0
1313,1200.2724690669197,229.0,-23.0,-1178.0,0.0
1314,1200.2724690669197,229.0,-23.0,-1178.0,0.0
1315,1201.4316459957263,235.0,-23.0,-1178.0,0.0
1316,1201.3617273743992,235.0,-19.0,-1178.0,0.0
1317,1201.3617273743992,235.0,-19.0,-1178.0,0.0
1318,1201.3617273743992,235.0,-19.0,-1178.0,0.0
1319,1201.3617273743992,235.0,-19.0,-1178.0,0.0
1320,1200.541960949304,231.0,-16.0,-1178.0,0.0
1321,1205.4484642654782,231.0,-16.0,-1183.0,0.0
1322,1205.4484642654782,231.0,-16.0,-1183.0,0.0
1323,1205.4484642654782,231.0,-16.0,-1183.0,0.0
1324,1206.0269482892993,234.0,-16.0,-1183.0,0.0
1325,1205.1228153180073,234.0,-21.0,-1182.0,0.0
1326,1205.1228153180073,234.0,-21.0,-1182.0,0.0
1327,1205.1228153180073,234.0,-21.0,-1182.0,0.0
1328,1205.1228153180073,234.0,-21.0,-1182.0,0.0
1329,1205.495748644515,236.0,-20.0,-1182.0,0.0
1330,1205.495748644515,236.0,-20.0,-1182.0,0.0
1331,1205.495748644515,236.0,-20.0,-1182.0,0.0
1332,1205.495748644515,236.0,-20.0,-1182.0,0.0
1333,1205.1058044835731,234.0,-20.0,-1182.0,0.0
1334,1200.1558232163022,234.0,-17.0,-1177.0,0.0
1335,1200.1558232163022,234.0,-17.0,-1177.0,0.0
1336,1200.1558232163022,234.0,-17.0,-1177.0,0.0
1337,1200.1558232163022,234.0,-17.0,-1177.0,0.0
1338,1200.0074999765627,233.0,-20.0,-1177.0,0.0
1339,1209.817341585084,233.0,-20.0,-1187.0,0.0
1340,1209.817341585084,233.0,-20.0,-1187.0,0.0
1341,1209.817341585084,233.0,-20.0,-1187.0,0.0
1342,1210.0103305344132,234.0,-20.0,-1187.0,0.0
1343,1204.1598731065571,234.0,-22.0,-1181.0,0.0
1344,1204.1598731065571,234.0,-22.0,-1181.0,0.0
1345,1204.1598731065571,234.0,-22.0,-1181.0,0.0
1346,1204.1598731065571,234.0,-22.0,-1181.0,0.0
1347,1204.3197249900045,235.0,-20.0,-1181.0,0.0
1348,1204.3197249900045,235.0,-20.0,-1181.0,0.0
1349,1204.3197249900045,235.0,-20.0,-1181.0,0.0
1350,1204.3197249900045,235.0,-20.0,-1181.0,0.0
1351,1203.931061149267,233.0,-20.0,-1181.0,0.0
1352,1204.9290435540177,233.0,-21.0,-1182.0,0.0
1353,1204.9290435540177,233.0,-21.0,-1182.0,0.0
1354,1204.9290435540177,233.0,-21.0,-1182.0,0.0
1355,1204.9290435540177,233.0,-21.0,-1182.0,0.0
1356,1205.2543300067418,235.0,-17.0,-1182.0,0.0
1357,1205.2543300067418,235.0,-17.0,-1182.0,0.0
1358,1205.2543300067418,235.0,-17.0,-1182.0,0.0
1359,1205.2543300067418,235.0,-17.0,-1182.0,0.0
1360,1205.0597495560128,234.0,-17.0,-1182.0,0.0
1361,1205.0597495560128,234.0,-17.0,-1182.0,0.0
1362,1205.0597495560128,234.0,-17.0,-1182.0,0.0
1363,1205.0597495560128,234.0,-17.0,-1182.0,0.0
1364,1205.0597495560128,234.0,-17.0,-1182.0,0.0
1365,1205.268849676287,235.0,-18.0,-1182.0,0.0
1366,1204.2881714938496,235.0,-18.0,-1181.0,0.0
1367,1204.2881714938496,235.0,-18.0,-1181.0,0.0
1368,1204.2881714938496,235.0,-18.0,-1181.0,0.0
1369,1203.7063595412296,232.0,-18.0,-1181.0,0.0
1370,1202.7406204165552,232.0,-19.0,-1180.0,0.0
1371,1202.7406204165552,232.0,-19.0,-1180.0,0.0
1372,1202.7406204165552,232.0,-19.0,-1180.0,0.0
1373,1202.7406204165552,232.0,-19.0,-1180.0,0.0
1374,1202.9039861934118,233.0,-17.0,-1180.0,0.0
1375,1204.865967649514,233.0,-17.0,-1182.0,0.0
1376,1204.865967649514,233.0,-17.0,-1182.0,0.0
1377,1204.865967649514,233.0,-17.0,-1182.0,0.0
1378,1205.4497086150047,236.0,-17.0,-1182.0,0.0
1379,1205.5127539764978,236.0,-21.0,-1182.0,0.0
1380,1205.5127539764978,236.0,-21.0,-1182.0,0.0
1381,1205.5127539764978,236.0,-21.0,-1182.0,0.0
1382,1205.5127539764978,236.0,-21.0,-1182.0,0.0
1383,1205.4111331823678,236.0,-14.0,-1182.0,0.0
1384,1201.4890761051472,236.0,-14.0,-1178.0,0.0
1385,1201.4890761051472,236.0,-14.0,-1178.0,0.0
1386,1201.4890761051472,236.0,-14.0,-1178.0,0.0
1387,1201.6858990601495,237.0,-14.0,-1178.0,0.0
1388,1206.6561233425205,237.0,-19.0,-1183.0,0.0
1389,1206.6561233425205,237.0,-19.0,-1183.0,0.0
1390,1206.6561233425205,237.0,-19.0,-1183.0,0.0
1391,1206.6561233425205,237.0,-19.0,-1183.0,0.0
1392,1206.4601112345158,236.0,-19.0,-1183.0,0.0
1393,1206.4601112345158,236.0,-19.0,-1183.0,0.0
1394,1206.4601112345158,236.0,-19.0,-1183.0,0.0
1395,1206.4601112345158,236.0,-19.0,-1183.0,0.0
1396,1206.4601112345158,236.0,-19.0,-1183.0,0.0
1397,1206.476274114,236.0,-20.0,-1183.0,0.0
1398,1206.476274114,236.0,-20.0,-1183.0,0.0
1399,1206.476274114,236.0,-20.0,-1183.0,0.0
1400,1206.476274114,236.0,-20.0,-1183.0,0.0
1401,1205.9908789041483,234.0,-13.0,-1183.0,0.0
1402,1204.0290694165153,234.0,-13.0,-1181.0,0.0
1403,1204.0290694165153,234.0,-13.0,-1181.0,0.0
1404,1204.0290694165153,234.0,-13.0,-1181.0,0.0
1405,1204.0290694165153,234.0,-13.0,-1181.0,0.0
1406,1204.0934349127563,234.0,-18.0,-1181.0,0.0
1407,1204.0934349127563,234.0,-18.0,-1181.0,0.0
1408,1204.0934349127563,234.0,-18.0,-1181.0,0.0
1409,1204.0934349127563,234.0,-18.0,-1181.0,0.0
1410,1204.892526327556,238.0,-19.0,-1181.0,0.0
1411,1206.8529322166808,238.0,-19.0,-1183.0,0.0
1412,1206.8529322166808,238.0,-19.0,-1183.0,0.0
1413,1206.8529322166808,238.0,-19.0,-1183.0,0.0
1414,1205.8768593849043,233.0,-19.0,-1183.0,0.0
1415,1203.8849612816002,233.0,-17.0,-1181.0,0.0
1416,1203.8849612816002,233.0,-17.0,-1181.0,0.0
1417,1203.8849612816002,233.0,-17.0,-1181.0,0.0
1418,1203.8849612816002,233.0,-17.0,-1181.0,0.0
1419,1204.3732810055194,235.0,-23.0,-1181.0,0.0
1420,1205.3538899427006,235.0,-23.0,-1182.0,0.0
1421,1205.3538899427006,235.0,-23.0,-1182.0,0.0
1422,1205.3538899427006,235.0,-23.0,-1182.0,0.0
1423,1205.159325566541,234.0,-23.0,-1182.0,0.0
1424,1207.0513659327014,234.0,-19.0,-1184.0,0.0
1425,1207.0513659327014,234.0,-19.0,-1184.0,0.0
1426,1207.0513659327014,234.0,-19.0,-1184.0,0.0
1427,1207.0513659327014,234.0,-19.0,-1184.0,0.0
1428,1207.0078707282732,234.0,-16.0,-1184.0,0.0
1429,1203.0843694438058,234.0,-16.0,-1180.0,0.0
1430,1203.0843694438058,234.0,-16.0,-1180.0,0.0
1431,1203.0843694438058,234.0,-16.0,-1180.0,0.0
1432,1203.4749685805684,236.0,-16.0,-1180.0,0.0
1433,1203.4500405085373,236.0,-14.0,-1180.0,0.0
1434,1203.4500405085373,236.0,-14.0,-1180.0,0.0
1435,1203.4500405085373,236.0,-14.0,-1180.0,0.0
1436,1203.4500405085373,236.0,-14.0,-1180.0,0.0
1437,1203.5185914642116,236.0,-19.0,-1180.0,0.0
1438,1208.4212841554886,236.0,-19.0,-1185.0,0.0
1439,1208.4212841554886,236.0,-19.0,-1185.0,0.0
1440,1208.4212841554886,236.0,-19.0,-1185.0,0.0
1441,1208.4212841554886,236.0,-19.0,-1185.0,0.0
1442,1208.4721759312458,236.0,-22.0,-1185.0,0.0
1443,1208.4721759312458,236.0,-22.0,-1185.0,0.0
1444,1208.4721759312458,236.0,-22.0,-1185.0,0.0
1445,1208.4721759312458,236.0,-22.0,-1185.0,0.0
1446,1207.7706735966062,233.0,-14.0,-1185.0,0.0
1447,1208.7518355725463,233.0,-14.0,-1186.0,0.0
1448,1208.7518355725463,233.0,-14.0,-1186.0,0.0
1449,1208.7518355725463,233.0,-14.0,-1186.0,0.0
1450,1209.5292472693664,237.0,-14.0,-1186.0,0.0
1451,1204.6953971855291,237.0,-19.0,-1181.0,0.0
1452,1204.6953971855291,237.0,-19.0,-1181.0,0.0
1453,1204.6953971855291,237.0,-19.0,-1181.0,0.0
1454,1204.6953971855291,237.0,-19.0,-1181.0,0.0
1455,1205.0605793900986,239.0,-17.0,-1181.0,0.0
1456,1206.0406294980282,239.0,-17.0,-1182.0,0.0
1457,1206.0406294980282,239.0,-17.0,-1182.0,0.0
1458,1206.0406294980282,239.0,-17.0,-1182.0,0.0
1459,1205.64588499277,237.0,-17.0,-1182.0,0.0
1460,1205.7267517974378,237.0,-22.0,-1182.0,0.0
1461,1205.7267517974378,237.0,-22.0,-1182.0,0.0
1462,1205.7267517974378,237.0,-22.0,-1182.0,0.0
1463,1205.7267517974378,237.0,-22.0,-1182.0,0.0
1464,1205.7089200963887,237.0,-21.0,-1182.0,0.0
1465,1209.6305221016871,237.0,-21.0,-1186.0,0.0
1466,1209.6305221016871,237.0,-21.0,-1186.0,0.0
1467,1209.6305221016871,237.0,-21.0,-1186.0,0.0
1468,1209.0463183848665,234.0,-21.0,-1186.0,0.0
1469,1203.07148582285,234.0,-15.0,-1180.0,0.0
1470,1203.07148582285,234.0,-15.0,-1180.0,0.0
1471,1203.07148582285,234.0,-15.0,-1180.0,0.0
1472,1203.07148582285,234.0,-15.0,-1180.0,0.0
1473,1203.4886788000958,236.0,-17.0,-1180.0,0.0
1474,1206.4302715034964,236.0,-17.0,-1183.0,0.0
1475,1206.4302715034964,236.0,-17.0,-1183.0,0.0
1476,1206.4302715034964,236.0,-17.0,-1183.0,0.0
1477,1205.4621520396233,231.0,-17.0,-1183.0,0.0
1478,1204.480801009298,231.0,-17.0,-1182.0,0.0
1479,1204.480801009298,231.0,-17.0,-1182.0,0.0
1480,1204.480801009298,231.0,-17.0,-1182.0,0.0
1481,1204.480801009298,231.0,-17.0,-1182.0,0.0
1482,1205.4497086150047,236.0,-17.0,-1182.0,0.0
1483,1207.4108662754365,236.0,-17.0,-1184.0,0.0
1484,1207.4108662754365,236.0,-17.0,-1184.0,0.0
1485,1207.4108662754365,236.0,-17.0,-1184.0,0.0
1486,1207.2158050655235,235.0,-17.0,-1184.0,0.0
1487,1202.3585155850978,235.0,-20.0,-1179.0,0.0
1488,1202.3585155850978,235.0,-20.0,-1179.0,0.0
1489,1202.3585155850978,235.0,-20.0,-1179.0,0.0
1490,1202.3585155850978,235.0,-20.0,-1179.0,0.0
1491,1201.5668936850748,231.0,-19.0,-1179.0,0.0
1492,1207.4547610573243,231.0,-19.0,-1185.0,0.0
1493,1207.4547610573243,231.0,-19.0,-1185.0,0.0
1494,1207.4547610573243,231.0,-19.0,-1185.0,0.0
1495,1208.2263860717494,235.0,-19.0,-1185.0,0.0
1496,1203.292981779583,235.0,-17.0,-1180.0,0.0
1497,1203.292981779583,235.0,-17.0,-1180.0,0.0
1498,1203.292981779583,235.0,-17.0,-1180.0,0.0
1499,1203.292981779583,235.0,-17.0,-1180.0,0.0
1500,1203.2792693302747,235.0,-16.0,-1180.0,0.0
1501,1204.2599387175512,235.0,-16.0,-1181.0,0.0
1502,1204.2599387175512,235.0,-16.0,-1181.0,0.0
1503,1204.2599387175512,235.0,-16.0,-1181.0,0.0
1504,1204.4554786292435,236.0,-16.0,-1181.0,0.0
1505,1206.5110857343998,236.0,-22.0,-1183.0,0.0
1506,1206.5110857343998,236.0,-22.0,-1183.0,0.0
1507,1206.5110857343998,236.0,-22.0,-1183.0,0.0
1508,1206.5110857343998,236.0,-22.0,-1183.0,0.0
1509,1205.4484642654782,231.0,-16.0,-1183.0,0.0
1510,1209.3742183460006,231.0,-16.0,-1187.0,0.0
1511,1209.3742183460006,231.0,-16.0,-1187.0,0.0
1512,1209.3742183460006,231.0,-16.0,-1187.0,0.0
1513,1210.9277435090833,239.0,-16.0,-1187.0,0.0
1514,1208.000827814286,239.0,-17.0,-1184.0,0.0
1515,1208.000827814286,239.0,-17.0,-1184.0,0.0
1516,1208.000827814286,239.0,-17.0,-1184.0,0.0
1517,1208.000827814286,239.0,-17.0,-1184.0,0.0
1518,1207.278758199613,235.0,-21.0,-1184.0,0.0
1519,1208.2594919966489,235.0,-21.0,-1185.0,0.0
1520,1208.2594919966489,235.0,-21.0,-1185.0,0.0
1521,1208.2594919966489,235.0,-21.0,-1185.0,0.0
1522,1208.2594919966489,235.0,-21.0,-1185.0,0.0
1523,1205.2406398723867,235.0,-16.0,-1182.0,0.0
1524,1205.2406398723867,235.0,-16.0,-1182.0,0.0
1525,1205.2406398723867,235.0,-16.0,-1182.0,0.0
1526,1205.2406398723867,235.0,-16.0,-1182.0,0.0
1527,1205.8428587506748,238.0,-17.0,-1182.0,0.0
1528,1207.8033780379983,238.0,-17.0,-1184.0,0.0
1529,1207.8033780379983,238.0,-17.0,-1184.0,0.0
1530,1207.8033780379983,238.0,-17.0,-1184.0,0.0
1531,1207.4108662754365,236.0,-17.0,-1184.0,0.0
1532,1204.469177687831,236.0,-17.0,-1181.0,0.0
1533,1204.469177687831,236.0,-17.0,-1181.0,0.0
1534,1204.469177687831,236.0,-17.0,-1181.0,0.0
1535,1204.469177687831,236.0,-17.0,-1181.0,0.0
1536,1204.6269131976092,237.0,-14.0,-1181.0,0.0
1537,1207.5682175347279,237.0,-14.0,-1184.0,0.0
1538,1207.5682175347279,237.0,-14.0,-1184.0,0.0
1539,1207.5682175347279,237.0,-14.0,-1184.0,0.0
1540,1206.5968672261668,232.0,-14.0,-1184.0,0.0
1541,1205.6404936796043,232.0,-16.0,-1183.0,0.0
1542,1205.6404936796043,232.0,-16.0,-1183.0,0.0
1543,1205.6404936796043,232.0,-16.0,-1183.0,0.0
1544,1205.6404936796043,232.0,-16.0,-1183.0,0.0
1545,1205.8768593849043,233.0,-19.0,-1183.0,0.0
1546,1208.8200858688608,233.0,-19.0,-1186.0,0.0
1547,1208.8200858688608,233.0,-19.0,-1186.0,0.0
1548,1208.8200858688608,233.0,-19.0,-1186.0,0.0
1549,1209.2233044396721,235.0,-20.0,-1186.0,0.0
1550,1206.2810617762345,235.0,-20.0,-1183.0,0.0
1551,1206.2810617762345,235.0,-20.0,-1183.0,0.0
1552,1206.2810617762345,235.0,-20.0,-1183.0,0.0
1553,1205.893030081856,233.0,-20.0,-1183.0,0.0
1554,1213.7767504776157,233.0,-22.0,-1191.0,0.0
1555,1213.7767504776157,233.0,-22.0,-1191.0,0.0
1556,1213.7767504776157,233.0,-22.0,-1191.0,0.0
1557,1213.7767504776157,233.0,-22.0,-1191.0,0.0
1558,1212.8849904257204,228.0,-25.0,-1191.0,0.0
1559,1149.1235790810317,228.0,-25.0,-1126.0,0.0
1560,1149.1235790810317,228.0,-25.0,-1126.0,0.0
1561,1149.1235790810317,228.0,-25.0,-1126.0,0.0
1562,1146.2416848117155,213.0,-25.0,-1126.0,0.0
1563,1133.5951658330234,213.0,-30.0,-1113.0,0.0
1564,1133.5951658330234,213.0,-30.0,-1113.0,0.0
1565,1133.5951658330234,213.0,-30.0,-1113.0,0.0
1566,1133.5951658330234,213.0,-30.0,-1113.0,0.0
1567,1133.5206217797715,212.0,-34.0,-1113.0,0.0
1568,1132.5387410592186,212.0,-34.0,-1112.0,0.0
1569,1132.5387410592186,212.0,-34.0,-1112.0,0.0
1570,1132.5387410592186,212.0,-34.0,-1112.0,0.0
1571,1132.7263570695263,213.0,-34.0,-1112.0,0.0
1572,1125.917403720184,213.0,-36.0,-1105.0,0.0
1573,1125.917403720184,213.0,-36.0,-1105.0,0.0
1574,1125.917403720184,213.0,-36.0,-1105.0,0.0
1575,1125.917403720184,213.0,-36.0,-1105.0,0.0
1576,1125.7686263171488,213.0,-31.0,-1105.0,0.0
1577,1126.7501941424284,213.0,-31.0,-1106.0,0.0
1578,1126.7501941424284,213.0,-31.0,-1106.0,0.0
